budget,id,popularity,release_date,revenue,title,vote_average,vote_count,actor,director,return,release_year,tag
0,275096,0.401531,1994-04-01,0.0,The Jar,8.0,3.0,"['Behzad Khodaveisi', 'Fatemeh Azrah']",Ebrahim Forouzesh,0.0,1994-01-01,yard Iranian village school stand shade tree large stoneware jar pupil drink fresh water unfortunate day jar start leaking The schoolmaster try hard get new one vain The solution fixed ... nan 'BehzadKhodaveisi 'FatemehAzrah 'EbrahimForouzesh
0,85778,0.001608,1995-11-10,0.0,Maya Lin: A Strong Clear Vision,0.0,0.0,[],Freida Lee Mock,0.0,1995-01-01,film work artist famous monument Vietnam Memorial Wall Civil Rights Fountain Memorial.The story The Vietnam Veterans Memorial inspiring creator 'Documentary 'FreidaLeeMock
0,11101,7.667284,1993-01-21,0.0,Stalingrad,7.4,116.0,"['Dominique Horwitz', 'Thomas Kretschmann', 'Jochen Nickel', 'Sebastian Rudolph']",Joseph Vilsmaier,0.0,1993-01-01,Stalingrad follows progress German Platoon brutal fighting Battle Stalingrad After half number wiped placed command sadistic Captain Lieutenant platoon lead men desert The men platoon attempt escape city surrounded Soviet Army 'Drama 'History 'War 'DominiqueHorwitz 'ThomasKretschmann 'JochenNickel 'SebastianRudolph 'JosephVilsmaier
45000000,9826,8.079541,1996-06-06,17300889.0,The Phantom,4.7,138.0,"['Billy Zane', 'Kristy Swanson', 'Treat Williams', 'Catherine Zeta-Jones']",Simon Wincer,0.3844642,1996-01-01,The 21st successor role Bengalla resident superhero must travel New York prevent rich madman obtaining three magic skull would give secret ultimate power.Slam Evil 'Adventure 'Action 'BillyZane 'KristySwanson 'TreatWilliams 'CatherineZeta-Jones 'SimonWincer
50000000,9879,11.341502,1996-06-28,113309743.0,Striptease,4.4,210.0,"['Demi Moore', 'Burt Reynolds', 'Armand Assante', 'Ving Rhames']",Andrew Bergman,2.26619486,1996-01-01,Bounced job Erin Grant need money chance winning back custody child But eventually must confront naked truth take system 'll take Erin strip conquer face unintended circumstance hound dog Congressman zero sharpens shady tool fingertip including blackmail murder.Some People Get Into Trouble Matter What They WEAR 'Drama 'Thriller 'Crime 'DemiMoore 'BurtReynolds 'ArmandAssante 'VingRhames 'AndrewBergman
0,63564,1.427756,1996-12-06,0.0,The Last of the High Kings,5.7,15.0,"[""Catherine O'Hara"", 'Jared Leto', 'Christina Ricci', 'Gabriel Byrne']",David Keating,0.0,1996-01-01,1977 Dublin rock music Thin Lizzy world stunned death Elvis Presley Frankie caught acne adulthood completed final exam school Convinced fail survives summer organising beach party lustful thought two girl belief unobtainable fending advance visiting American family friend whilst coping oddball family.When school end ... life begin 'Drama 'Comedy CatherineO'Hara 'JaredLeto 'ChristinaRicci 'GabrielByrne 'DavidKeating
0,22621,0.889498,1995-01-20,0.0,Heavy,7.7,11.0,"['Liv Tyler', 'Pruitt Taylor Vince', 'Shelley Winters', 'Deborah Harry']",James Mangold,0.0,1995-01-01,Victor cook work greasy bar/restaurant owned mother Dolly two waitress named Delores heavy drinking regular Leo But thing change Callie beautiful college drop-out show new waitress steal Victor heart But Victor shy anything self-consciously overweight dream winning Callie away 'Drama 'Romance 'LivTyler 'PruittTaylorVince 'ShelleyWinters 'DeborahHarry 'JamesMangold
45000000,7095,6.287245,1996-08-09,58620973.0,Jack,5.9,340.0,"['Robin Williams', 'Diane Lane', 'Brian Kerwin', 'Jennifer Lopez']",Francis Ford Coppola,1.3026882888888889,1996-01-01,Jack Powell suffers affliction make grow four time faster normal 10-year-old look like 40-year-old man After year tutored home Jack convinces overprotective parent send public school The child n't know make Jack help fifth-grade teacher make effort win over.Jack Powell tackle biggest adventure ever ... fifth grade 'Comedy 'Drama 'ScienceFiction 'RobinWilliams 'DianeLane 'BrianKerwin 'JenniferLopez 'FrancisFordCoppola
0,26890,2.771201,1996-05-01,1814290.0,I Shot Andy Warhol,6.1,32.0,"['Lili Taylor', 'Jared Harris', 'Stephen Dorff', 'Martha Plimpton']",Mary Harron,0.0,1996-01-01,Based true story Valerie Solanas 60 radical preaching hatred toward men Scum manifesto She wrote screenplay film wanted Andy Warhol produce continued ignore shot This Valerie story.You get one shot fame 'Drama 'LiliTaylor 'JaredHarris 'StephenDorff 'MarthaPlimpton 'MaryHarron
0,46732,0.365418,1995-09-10,0.0,The Grass Harp,6.1,4.0,"['Piper Laurie', 'Sissy Spacek', 'Walter Matthau', 'Edward Furlong']",Charles Matthau,0.0,1995-01-01,Based novel Truman Capote often-witty coming-of-age drama look young man growing unusual family Deep South 1940s.Love chain love ... nature chain life 'Comedy 'Drama 'Family 'PiperLaurie 'SissySpacek 'WalterMatthau 'EdwardFurlong 'CharlesMatthau
0,124633,0.099602,1995-09-09,0.0,Someone Else's America,0.0,0.0,"['Tom Conti', ""Predrag 'Miki' Manojlović"", 'María Casares', 'Zorka Manojlović']",Goran Paskaljević,0.0,1995-01-01,This tale take place bar The Spanish Alonso blind mother run place Bay Alonso friend live This story tell something Alonso Bay American Dream .Two friend two world one dream 'Drama 'TomConti Predrag'Miki'Manojlović 'MaríaCasares 'ZorkaManojlović 'GoranPaskaljević
0,196940,0.011938,1992-05-26,0.0,Quartier Mozart,5.0,1.0,[],Jean-Pierre Bekolo,0.0,1992-01-01,The boisterous cheerful life resident Cameroon barely dented incursion supernatural power humor-filled rendition traditional folk tale modern guise story cheerfully naughty girl cross path witch power satisfy curiosity men changing young man She becomes one boy suitor amorous attention policeman daughter Some men unusual name even odder magical gift one ability make man genitals disappear shake hand him 'Jean-PierreBekolo
0,188589,0.001687,1994-05-04,0.0,Babyfever,0.0,0.0,[],Henry Jaglom,0.0,1994-01-01,Gena average woman torn current boyfriend desire marry start family unexpected arrival old boyfriend wanting pick left complicate matter might pregnant mist unsettled personal life Gena leaf two men attend baby shower party girl friend talk various female attendee facing ticking biological clocks.For hear clock ticking ... 'HenryJaglom
50,87190,0.837911,1995-01-01,0.0,Pharaoh's  Army,6.3,5.0,"['Chris Cooper', 'Patricia Clarkson', 'Kris Kristofferson', 'Robert Joy']",Robby Henson,0.0,1995-01-01,Union soldier search food descend farm Confederate family decide stay one rank wound healed While war weary Union captain Chris Cooper fall mother family Patricia Clarkson whose husband fighting rebel son plot revenge dirty double-dealing Yankees Co-stars Kris Kristofferson 'Western 'Drama 'War 'ChrisCooper 'PatriciaClarkson 'KrisKristofferson 'RobertJoy 'RobbyHenson
4000000,627,19.348466,1996-02-23,16491080.0,Trainspotting,7.8,2737.0,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Robert Carlyle']",Danny Boyle,4.12277,1996-01-01,Renton deeply immersed Edinburgh drug scene try clean get despite allure drug influence friends.Choose life 'Drama 'Crime 'EwanMcGregor 'EwenBremner 'JonnyLeeMiller 'RobertCarlyle 'DannyBoyle
1000000,32872,2.700061,1997-05-30,0.0,Til There Was You,3.9,4.0,"['Sarah Jessica Parker', 'Jeanne Tripplehorn', 'Dylan McDermott', 'Karen Allen']",Scott Winant,0.0,1997-01-01,Two stranger whose path always crossing finally meet fate step took twenty year fall love first sight 'Comedy 'Romance 'SarahJessicaParker 'JeanneTripplehorn 'DylanMcDermott 'KarenAllen 'ScottWinant
75000000,602,17.634197,1996-06-25,816969268.0,Independence Day,6.7,3334.0,"['Will Smith', 'Bill Pullman', 'Jeff Goldblum', 'Mary McDonnell']",Roland Emmerich,10.892923573333332,1996-01-01,July giant alien mothership enters orbit around Earth deploys several dozen saucer-shaped 'destroyer spacecraft quickly lay waste major city around planet July United States conduct coordinated counterattack fails July plan devised gain access interior alien mothership space order plant nuclear missile.Earth Take good look might last 'Action 'Adventure 'ScienceFiction 'WillSmith 'BillPullman 'JeffGoldblum 'MaryMcDonnell 'RolandEmmerich
0,14553,6.418805,1996-03-29,0.0,Stealing Beauty,6.6,99.0,"['Liv Tyler', 'Sinéad Cusack', 'Jeremy Irons', 'Carlo Cecchi']",Bernardo Bertolucci,0.0,1996-01-01,Lucy Harmon American teenager arriving lush Tuscan countryside sculpted family friend life beautiful villa Lucy visited four year earlier exchanged kiss Italian boy hope become reacquainted.The beautiful place love 'Drama 'Romance 'LivTyler 'SinéadCusack 'JeremyIrons 'CarloCecchi 'BernardoBertolucci
55000000,9566,12.202063,1996-08-15,18626419.0,The Fan,5.7,202.0,"['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo']",Tony Scott,0.3386621636363636,1996-01-01,When San Francisco Giants pay centerfielder Bobby Rayburn million lead team World Series one happier supportive fan Gil Renard Rayburn becomes mired worst slump career obsessed Renard decides stop nothing help idol regain former glory ... even murder.All fan favorite player This one favorite target 'Drama 'Mystery 'Thriller 'RobertDeNiro 'WesleySnipes 'EllenBarkin 'JohnLeguizamo 'TonyScott
100000000,10545,13.553999,1996-06-21,100138851.0,The Hunchback of Notre Dame,6.8,1182.0,"['Tom Hulce', 'Demi Moore', 'Tony Jay', 'Kevin Kline']",Gary Trousdale,1.00138851,1996-01-01,When Quasi defies evil Frollo venture Festival Fools cruel crowd jeer Rescued fellow outcast gypsy Esmeralda Quasi soon find battling save people city loves 'Drama 'Animation 'Family 'TomHulce 'DemiMoore 'TonyJay 'KevinKline 'GaryTrousdale
47000000,9894,7.586577,1996-06-10,102825796.0,The Cable Guy,5.7,603.0,"['Jim Carrey', 'Matthew Broderick', 'Leslie Mann', 'Jack Black']",Ben Stiller,2.187782893617021,1996-01-01,When recently single Steven move new apartment cable guy Chip come hook n't let Initially Chip overzealous desire Steven pal Steven try end friendship Chip show dark side begin stalking Steven left fend one else believe Chip capable behavior.There thing free cable 'Comedy 'Drama 'Thriller 'JimCarrey 'MatthewBroderick 'LeslieMann 'JackBlack 'BenStiller
27000000,11543,11.633347,1996-07-04,25023434.0,Kingpin,6.7,248.0,"['Woody Harrelson', 'Randy Quaid', 'Vanessa Angel', 'Bill Murray']",Bobby Farrelly,0.9267938518518518,1996-01-01,After bowler Roy Munson swindle wrong crowd left hook hand settle impoverished obscurity That uncovers next big thing Amish kid named Ishmael corrupt hopelessly naïve hit circuit intent settling old score Big Ern.You would n't want meet pinhead alley 'Comedy 'WoodyHarrelson 'RandyQuaid 'VanessaAngel 'BillMurray 'BobbyFarrelly
100000000,9268,6.919314,1996-06-21,242295562.0,Eraser,5.6,553.0,"['Arnold Schwarzenegger', 'James Caan', 'Vanessa Williams', 'James Coburn']",Chuck Russell,2.42295562,1996-01-01,U.S. Marshall John Kruger era identity people enrolled Witness Protection Program His current assignment protect Lee Cullen uncovered evidence weapon manufacturer work selling terrorist group When Kruger discovers corrupt agent within program must guard life trying protect Lee's.He erase past protect future 'Action 'Drama 'Mystery 'Thriller 'ArnoldSchwarzenegger 'JamesCaan 'VanessaWilliams 'JamesCoburn 'ChuckRussell
0,52059,0.10705,1995-01-01,0.0,The Gate of Heavenly Peace,6.7,3.0,[],Carma Hinton,0.0,1995-01-01,The Gate Heavenly Peace feature-length documentary 1989 protest movement reflecting drama tension humor absurdity heroism many tragedy six week April June 1989 The film reveals hard-liners within government marginalized moderate among protester including student worker intellectual action radical protester undermined moderate government Moderate voice gradually cowed silenced extremism emotionalism sides 'Documentary 'CarmaHinton
54000000,9327,9.651581,1996-06-26,128769345.0,The Nutty Professor,5.4,717.0,"['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller']",Tom Shadyac,2.3846175,1996-01-01,Eddie Murphy star shy Dr. Sherman Klump kind brilliant 'calorifically challenged genetic professor When beautiful Carla Purty join university faculty Sherman grows desperate whittle 400-pound frame size win heart one swig experimental fat-reducing serum Sherman becomes 'Buddy Love fast-talking pumped-up plumped Don Juan.Inside Sherman Klump party animal break 'Fantasy 'Comedy 'Romance 'ScienceFiction 'EddieMurphy 'JadaPinkettSmith 'JamesCoburn 'LarryMiller 'TomShadyac
0,123763,0.202495,1990-08-09,0.0,"I, the Worst of All",6.8,3.0,"['Assumpta Serna', 'Dominique Sanda', 'Héctor Alterio', 'Lautaro Murúa']",María Luisa Bemberg,0.0,1990-01-01,viceroy archbishop take post Mexico local nun Sor Juana Inés Cruz 1651-1695 intrigue The viceroy wife find brilliant fascinating The prelate find symbol European laxity engineer election new abbess severe ascetic The virreina visit Sor Juana often inspires write passionate poetry archbishop find scandalous The viceroy protects After replaced return Spain wife Sor Juana face envy retribution bishop betrays confessor humbles Plague tribunal confession worst end great poet life 'Drama 'Foreign 'AssumptaSerna 'DominiqueSanda 'HéctorAlterio 'LautaroMurúa 'MaríaLuisaBemberg
0,81949,0.826372,1994-05-15,65352.0,An Unforgettable Summer,7.2,6.0,"['Kristin Scott Thomas', 'Claudiu Bleont', 'Olga Tudorache', 'George Constantin']",Lucian Pintilie,0.0,1994-01-01,1925 Romania young Marie-Therese Von Debretsy refuse flirtatious advance husband commanding officer result cosmopolitan family reassigned brutally bleak dangerous outpost Bulgarian/Romanian frontier relationship humanity severely tested 'Drama 'Romance 'War 'KristinScottThomas 'ClaudiuBleont 'OlgaTudorache 'GeorgeConstantin 'LucianPintilie
0,124306,0.000308,1993-01-01,0.0,My Life and Times With Antonin Artaud,8.0,1.0,['Sami Frey'],Gérard Mordillat,0.0,1993-01-01,May 1946 Paris young poet Jacques Prevel meet Antonin Artaud actor artist writer released mental asylum Over ten month follow mad Artaud cruel coaching actress theatre cruelty semi-friendship Prevel buy drug hang every word Meanwhile Prevel divide time Jany blond young drug-hazed mistress Rolande dark-haired long-suffering wife child time Cruelty neglect poverty egoism madness pursuit art mix Left Bank 'SamiFrey 'GérardMordillat
0,183955,0.05956,1994-09-09,0.0,Midnight Dancers,7.0,1.0,"['Alex del Rosario', 'Soxy Topacio', 'John Mendoza']",Mel Chionglo,0.0,1994-01-01,Brothers Joel Alex Del Rosario Dennis Grandong Cervantes Sonny Lawrence David work together dancer low-rent gay bar downtown Manila Philippines Despite mother plea Sonny decides quit college work full-time bar Dennis moved beyond dancing prostitution urging manipulative club manager Joel eldest try balance secret gay life socially respectable role husband father 'AlexdelRosario 'SoxyTopacio 'JohnMendoza 'MelChionglo
0,44535,0.970688,1994-09-27,0.0,Somebody to Love,5.1,2.0,"['Rosie Perez', 'Harvey Keitel', 'Anthony Quinn', 'Michael DeLorenzo']",Alexandre Rockwell,0.0,1994-01-01,Mercedes taxi dancer want actress She involved married Harry considers respected actor Ernesto love Mercedes n't dance money 'Comedy 'Drama 'RosiePerez 'HarveyKeitel 'AnthonyQuinn 'MichaelDeLorenzo 'AlexandreRockwell
0,78285,0.573423,1991-09-18,0.0,The Old Lady Who Walked in the Sea,0.0,0.0,"['Jeanne Moreau', 'Michel Serrault', 'Luc Thuillier', 'Géraldine Danon']",Laurent Heynemann  ,0.0,1991-01-01,vieille qui marchait dans mer English The Old Lady Who Walked Sea 1991 French film directed Laurent Heynemann written Heynemann Dominique Roulet 1992 César Award Best Actress 'Comedy 'JeanneMoreau 'MichelSerrault 'LucThuillier 'GéraldineDanon 'LaurentHeynemann
80000000,11228,11.995799,1996-12-06,159212469.0,Daylight,5.8,385.0,"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen', 'Dan Hedaya']",Rob Cohen,1.9901558625,1996-01-01,group armed robber fleeing police head New Jersey Tunnel run right truck transporting toxic waste The spectacular explosion follows result end tunnel collapsing handful people survived explosion peril Kit Latura man skill knowledge lead band survivor tunnel structure collapses.No air escape time 'Action 'Adventure 'Thriller 'SylvesterStallone 'AmyBrenneman 'ViggoMortensen 'DanHedaya 'RobCohen
30000000,10779,12.09096,1996-07-18,29359216.0,The Frighteners,6.7,413.0,"['Michael J. Fox', 'Jeffrey Combs', 'Jake Busey', 'Chi McBride']",Peter Jackson,0.9786405333333332,1996-01-01,Once architect Frank Bannister pass exorcist evil spirit bolster facade claim special gift result car accident killed wife But count people dying small town life try piece together supernatural mystery killing fall love wife one victim deal crazy FBI agent.No Rest Wicked 'Horror 'Comedy 'MichaelJ.Fox 'JeffreyCombs 'JakeBusey 'ChiMcBride 'PeterJackson
